gameDateTimeEst,homeTricode,awayTricode,arenaState,arenaCity,ArenaStateCity,Latitude,Longitude,prev_latitude,prev_longitude,distance_miles
2024-11-17 18:00:00,MEM,DEN,TN,Memphis,"Memphis, TN",35.1495343,-90.0489801,29.9510658,-90.0715323,359.5851278
2024-11-19 20:00:00,MEM,DEN,TN,Memphis,"Memphis, TN",35.1495343,-90.0489801,35.1495343,-90.0489801,0
2024-11-22 22:00:00,DEN,DAL,CO,Denver,"Denver, CO",39.7392358,-104.990251,35.1495343,-90.0489801,878.4469381
2024-11-23 22:30:00,LAL,DEN,CA,Los Angeles,"Los Angeles, CA",34.0549076,-118.242643,39.7392358,-104.990251,830.6357483
2024-11-25 21:00:00,DEN,NYK,CO,Denver,"Denver, CO",39.7392358,-104.990251,34.0549076,-118.242643,830.6357483
2024-11-27 21:00:00,UTA,DEN,UT,Salt Lake City,"Salt Lake City, UT",40.7607793,-111.8910474,39.7392358,-104.990251,371.0010055
2024-12-01 22:00:00,LAC,DEN,CA,Inglewood,"Inglewood, CA",33.9616801,-118.3531311,40.7607793,-111.8910474,589.0222366
2024-12-03 22:00:00,DEN,GSW,CO,Denver,"Denver, CO",39.7392358,-104.990251,33.9616801,-118.3531311,839.4325125
2024-12-05 19:00:00,CLE,DEN,OH,Cleveland,"Cleveland, OH",41.49932,-81.6943605,39.7392358,-104.990251,1225.441122
2024-12-07 19:00:00,WAS,DEN,DC,Washington,"Washington, DC",38.9071923,-77.0368707,41.49932,-81.6943605,304.3764629
2024-12-08 18:00:00,ATL,DEN,GA,Atlanta,"Atlanta, GA",33.748752,-84.3876845,38.9071923,-77.0368707,542.9001705
2024-12-19 22:00:00,POR,DEN,OR,Portland,"Portland, OR",45.515232,-122.6783853,33.748752,-84.3876845,2171.22267
2024-12-22 19:00:00,NOP,DEN,LA,New Orleans,"New Orleans, LA",29.9510658,-90.0715323,45.515232,-122.6783853,2062.309008
2024-12-23 22:00:00,DEN,PHX,CO,Denver,"Denver, CO",39.7392358,-104.990251,29.9510658,-90.0715323,1081.687877
2024-12-25 22:30:00,PHX,DEN,AZ,Phoenix,"Phoenix, AZ",33.4483771,-112.0740373,39.7392358,-104.990251,586.2042916
2024-12-27 21:00:00,DEN,CLE,CO,Denver,"Denver, CO",39.7392358,-104.990251,33.4483771,-112.0740373,586.2042916
2024-12-28 21:00:00,DEN,DET,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2024-12-30 21:00:00,UTA,DEN,UT,Salt Lake City,"Salt Lake City, UT",40.7607793,-111.8910474,39.7392358,-104.990251,371.0010055
2025-01-01 21:00:00,DEN,ATL,CO,Denver,"Denver, CO",39.7392358,-104.990251,40.7607793,-111.8910474,371.0010055
2025-01-03 21:00:00,DEN,SAS,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-01-04 20:00:00,SAS,DEN,TX,San Antonio,"San Antonio, TX",29.4251905,-98.4945922,39.7392358,-104.990251,803.0457711
2025-01-07 22:00:00,DEN,BOS,CO,Denver,"Denver, CO",39.7392358,-104.990251,29.4251905,-98.4945922,803.0457711
2025-01-08 21:00:00,DEN,LAC,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-01-10 21:00:00,DEN,BKN,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-01-12 15:00:00,DAL,DEN,TX,Dallas,"Dallas, TX",32.7766642,-96.7969879,39.7392358,-104.990251,663.3190936
2025-01-14 21:30:00,DAL,DEN,TX,Dallas,"Dallas, TX",32.7766642,-96.7969879,32.7766642,-96.7969879,0
2025-01-15 21:00:00,DEN,HOU,CO,Denver,"Denver, CO",39.7392358,-104.990251,32.7766642,-96.7969879,663.3190936
2025-01-17 20:00:00,MIA,DEN,FL,Miami,"Miami, FL",25.7616798,-80.1917902,39.7392358,-104.990251,1727.17858
2025-01-19 18:00:00,ORL,DEN,FL,Orlando,"Orlando, FL",28.5383832,-81.3789269,25.7616798,-80.1917902,205.4913473
2025-01-21 22:00:00,DEN,PHI,CO,Denver,"Denver, CO",39.7392358,-104.990251,28.5383832,-81.3789269,1550.954109
2025-01-23 21:00:00,DEN,SAC,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-01-25 15:00:00,MIN,DEN,MN,Minneapolis,"Minneapolis, MN",44.977753,-93.2650108,39.7392358,-104.990251,699.3108499
2025-01-27 20:00:00,CHI,DEN,IL,Chicago,"Chicago, IL",41.8781136,-87.6297982,44.977753,-93.2650108,354.9686403
2025-01-29 19:30:00,NYK,DEN,NY,New York,"New York, NY",40.7127753,-74.0059728,41.8781136,-87.6297982,711.8295855
2025-01-31 19:30:00,PHI,DEN,PA,Philadelphia,"Philadelphia, PA",39.9525839,-75.1652215,40.7127753,-74.0059728,80.6296363
2025-02-01 19:00:00,CHA,DEN,NC,Charlotte,"Charlotte, NC",35.2270869,-80.8431267,39.9525839,-75.1652215,451.1231596
2025-02-03 21:00:00,DEN,NOP,CO,Denver,"Denver, CO",39.7392358,-104.990251,35.2270869,-80.8431267,1357.173591
2025-02-05 22:00:00,DEN,NOP,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-02-06 21:00:00,DEN,ORL,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-02-08 21:00:00,PHX,DEN,AZ,Phoenix,"Phoenix, AZ",33.4483771,-112.0740373,39.7392358,-104.990251,586.2042916
2025-02-10 21:00:00,DEN,POR,CO,Denver,"Denver, CO",39.7392358,-104.990251,33.4483771,-112.0740373,586.2042916
2025-02-12 21:00:00,DEN,POR,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-02-20 21:00:00,DEN,CHA,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-02-22 20:30:00,DEN,LAL,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-02-24 19:00:00,IND,DEN,IN,Indianapolis,"Indianapolis, IN",39.76909,-86.158018,39.7392358,-104.990251,999.6132219
2025-02-27 19:30:00,MIL,DEN,WI,Milwaukee,"Milwaukee, WI",43.0389025,-87.9064736,39.76909,-86.158018,243.6738068
2025-02-28 19:00:00,DET,DEN,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,43.0389025,-87.9064736,251.911583
2025-03-02 13:00:00,BOS,DEN,MA,Boston,"Boston, MA",42.3600825,-71.0588801,42.331427,-83.0457538,612.3089813
2025-03-05 21:00:00,DEN,SAC,CO,Denver,"Denver, CO",39.7392358,-104.990251,42.3600825,-71.0588801,1767.470197
2025-03-07 22:00:00,DEN,PHX,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-03-09 13:00:00,OKC,DEN,OK,Oklahoma City,"Oklahoma City, OK",35.4675602,-97.5164276,39.7392358,-104.990251,504.7280963
2025-03-10 20:00:00,OKC,DEN,OK,Oklahoma City,"Oklahoma City, OK",35.4675602,-97.5164276,35.4675602,-97.5164276,0
2025-03-12 22:00:00,DEN,MIN,CO,Denver,"Denver, CO",39.7392358,-104.990251,35.4675602,-97.5164276,504.7280963
2025-03-14 21:30:00,DEN,LAL,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-03-15 21:00:00,DEN,WAS,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-03-17 22:00:00,GSW,DEN,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,39.7392358,-104.990251,948.3490289
2025-03-19 22:00:00,LAL,DEN,CA,Los Angeles,"Los Angeles, CA",34.0549076,-118.242643,37.7749295,-122.4194155,347.7121084
2025-03-21 22:00:00,POR,DEN,OR,Portland,"Portland, OR",45.515232,-122.6783853,34.0549076,-118.242643,826.6889205
2025-03-23 19:00:00,HOU,DEN,TX,Houston,"Houston, TX",29.7600771,-95.3701108,45.515232,-122.6783853,1835.676496
2025-03-24 21:00:00,DEN,CHI,CO,Denver,"Denver, CO",39.7392358,-104.990251,29.7600771,-95.3701108,879.3917559
2025-03-26 21:00:00,DEN,MIL,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-03-28 21:00:00,DEN,UTA,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-04-01 22:00:00,DEN,MIN,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-04-02 21:00:00,DEN,SAS,CO,Denver,"Denver, CO",39.7392358,-104.990251,39.7392358,-104.990251,0
2025-04-04 22:00:00,GSW,DEN,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,39.7392358,-104.990251,948.3490289
2025-04-06 20:00:00,DEN,IND,CO,Denver,"Denver, CO",39.7392358,-104.990251,37.7749295,-122.4194155,948.3490289
2025-04-09 22:00:00,SAC,DEN,CA,Sacramento,"Sacramento, CA",38.5815719,-121.4943996,39.7392358,-104.990251,887.5290109
2025-04-11 21:00:00,DEN,MEM,CO,Denver,"Denver, CO",39.7392358,-104.990251,38.5815719,-121.4943996,887.5290109
2025-04-13 15:30:00,HOU,DEN,TX,Houston,"Houston, TX",29.7600771,-95.3701108,39.7392358,-104.990251,879.3917559
2004-10-23 19:00:00,DET,DET,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,,,
2024-10-23 19:00:00,DET,IND,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2024-10-25 19:30:00,CLE,DET,OH,Cleveland,"Cleveland, OH",41.49932,-81.6943605,42.331427,-83.0457538,90.28280199
2024-10-26 19:00:00,DET,BOS,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,41.49932,-81.6943605,90.28280199
2024-10-28 19:30:00,MIA,DET,FL,Miami,"Miami, FL",25.7616798,-80.1917902,42.331427,-83.0457538,1157.56497
2024-10-30 19:00:00,PHI,DET,PA,Philadelphia,"Philadelphia, PA",39.9525839,-75.1652215,25.7616798,-80.1917902,1023.639438
2024-11-01 19:00:00,DET,NYK,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,39.9525839,-75.1652215,442.0373944
2024-11-03 15:30:00,BKN,DET,NY,Brooklyn,"Brooklyn, NY",40.6781784,-73.9441579,42.331427,-83.0457538,484.8869376
2024-11-04 19:30:00,DET,LAL,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,40.6781784,-73.9441579,484.8869376
2024-11-06 19:00:00,CHA,DET,NC,Charlotte,"Charlotte, NC",35.2270869,-80.8431267,42.331427,-83.0457538,505.5100866
2024-11-08 19:00:00,DET,ATL,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,35.2270869,-80.8431267,505.5100866
2024-11-10 15:00:00,DET,HOU,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2024-11-12 19:00:00,DET,MIA,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2024-11-13 20:00:00,MIL,DET,WI,Milwaukee,"Milwaukee, WI",43.0389025,-87.9064736,42.331427,-83.0457538,251.911583
2024-11-15 19:00:00,TOR,DET,ON,Toronto,"Toronto, ON",43.653226,-79.3831843,43.0389025,-87.9064736,430.6506767
2024-11-17 18:00:00,WAS,DET,DC,Washington,"Washington, DC",38.9071923,-77.0368707,43.653226,-79.3831843,350.1698166
2024-11-18 19:00:00,DET,CHI,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,38.9071923,-77.0368707,394.3387462
2024-11-21 19:00:00,CHA,DET,NC,Charlotte,"Charlotte, NC",35.2270869,-80.8431267,42.331427,-83.0457538,505.5100866
2024-11-23 19:00:00,ORL,DET,FL,Orlando,"Orlando, FL",28.5383832,-81.3789269,35.2270869,-80.8431267,463.730075
2024-11-25 19:00:00,DET,TOR,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,28.5383832,-81.3789269,958.6345259
2024-11-27 20:00:00,MEM,DET,TN,Memphis,"Memphis, TN",35.1495343,-90.0489801,42.331427,-83.0457538,623.6461192
2024-11-29 20:00:00,IND,DET,IN,Indianapolis,"Indianapolis, IN",39.76909,-86.158018,35.1495343,-90.0489801,384.2818166
2024-11-30 19:00:00,DET,PHI,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,39.76909,-86.158018,240.3197173
2024-12-03 19:00:00,DET,MIL,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2024-12-04 19:30:00,BOS,DET,MA,Boston,"Boston, MA",42.3600825,-71.0588801,42.331427,-83.0457538,612.3089813
2024-12-07 19:30:00,NYK,DET,NY,New York,"New York, NY",40.7127753,-74.0059728,42.3600825,-71.0588801,190.4205844
2024-12-19 19:00:00,DET,UTA,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,40.7127753,-74.0059728,481.0983357
2024-12-21 21:00:00,PHX,DET,AZ,Phoenix,"Phoenix, AZ",33.4483771,-112.0740373,42.331427,-83.0457538,1689.340138
2024-12-23 22:30:00,LAL,DET,CA,Los Angeles,"Los Angeles, CA",34.0549076,-118.242643,33.4483771,-112.0740373,357.1869692
2024-12-26 22:00:00,SAC,DET,CA,Sacramento,"Sacramento, CA",38.5815719,-121.4943996,34.0549076,-118.242643,361.7144922
2024-12-28 21:00:00,DEN,DET,CO,Denver,"Denver, CO",39.7392358,-104.990251,38.5815719,-121.4943996,887.5290109
2025-01-01 19:00:00,DET,ORL,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,39.7392358,-104.990251,1155.610201
2025-01-03 19:00:00,DET,CHA,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-01-04 19:00:00,DET,MIN,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-01-06 19:00:00,DET,POR,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-01-08 19:30:00,BKN,DET,NY,Brooklyn,"Brooklyn, NY",40.6781784,-73.9441579,42.331427,-83.0457538,484.8869376
2025-01-09 19:00:00,DET,GSW,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,40.6781784,-73.9441579,484.8869376
2025-01-11 19:00:00,DET,TOR,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-01-13 19:30:00,NYK,DET,NY,New York,"New York, NY",40.7127753,-74.0059728,42.331427,-83.0457538,481.0983357
2025-01-16 19:00:00,DET,IND,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,40.7127753,-74.0059728,481.0983357
2025-01-18 17:00:00,DET,PHX,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-01-20 14:00:00,HOU,DET,TX,Houston,"Houston, TX",29.7600771,-95.3701108,42.331427,-83.0457538,1107.099828
2025-01-22 19:30:00,ATL,DET,GA,Atlanta,"Atlanta, GA",33.748752,-84.3876845,29.7600771,-95.3701108,701.8953167
2025-01-25 19:00:00,ORL,DET,FL,Orlando,"Orlando, FL",28.5383832,-81.3789269,33.748752,-84.3876845,401.9607971
2025-01-27 19:00:00,CLE,DET,OH,Cleveland,"Cleveland, OH",41.49932,-81.6943605,28.5383832,-81.3789269,896.6957935
2025-01-29 19:00:00,IND,DET,IN,Indianapolis,"Indianapolis, IN",39.76909,-86.158018,41.49932,-81.6943605,263.0574022
2025-01-31 19:00:00,DET,DAL,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,39.76909,-86.158018,240.3197173
2025-02-02 15:00:00,DET,CHI,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-02-03 19:00:00,DET,ATL,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-02-05 19:00:00,DET,CLE,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-02-07 19:30:00,DET,PHI,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-02-09 13:00:00,DET,CHA,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-02-11 20:00:00,CHI,DET,IL,Chicago,"Chicago, IL",41.8781136,-87.6297982,42.331427,-83.0457538,237.3002628
2025-02-12 20:00:00,CHI,DET,IL,Chicago,"Chicago, IL",41.8781136,-87.6297982,41.8781136,-87.6297982,0
2025-02-21 20:30:00,SAS,DET,TX,Austin,"Austin, TX",30.267153,-97.7430608,41.8781136,-87.6297982,980.6139802
2025-02-23 18:00:00,ATL,DET,GA,Atlanta,"Atlanta, GA",33.748752,-84.3876845,30.267153,-97.7430608,818.8153809
2025-02-24 19:00:00,DET,LAC,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,33.748752,-84.3876845,598.1316995
2025-02-26 19:00:00,DET,BOS,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-02-28 19:00:00,DET,DEN,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-03-01 19:00:00,DET,BKN,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-03-03 21:30:00,UTA,DET,UT,Salt Lake City,"Salt Lake City, UT",40.7607793,-111.8910474,42.331427,-83.0457538,1490.07525
2025-03-05 22:30:00,LAC,DET,CA,Inglewood,"Inglewood, CA",33.9616801,-118.3531311,40.7607793,-111.8910474,589.0222366
2025-03-08 20:30:00,GSW,DET,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,33.9616801,-118.3531311,348.5225462
2025-03-09 21:00:00,POR,DET,OR,Portland,"Portland, OR",45.515232,-122.6783853,37.7749295,-122.4194155,535.5701172
2025-03-11 19:00:00,DET,WAS,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,45.515232,-122.6783853,1966.600836
2025-03-13 19:00:00,DET,WAS,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-03-15 19:00:00,DET,OKC,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-03-17 20:00:00,NOP,DET,LA,New Orleans,"New Orleans, LA",29.9510658,-90.0715323,42.331427,-83.0457538,941.1423133
2025-03-19 19:30:00,MIA,DET,FL,Miami,"Miami, FL",25.7616798,-80.1917902,29.9510658,-90.0715323,669.7280411
2025-03-21 20:30:00,DAL,DET,TX,Dallas,"Dallas, TX",32.7766642,-96.7969879,25.7616798,-80.1917902,1111.413506
2025-03-23 15:00:00,DET,NOP,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,32.7766642,-96.7969879,1000.380363
2025-03-25 19:00:00,DET,SAS,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-03-28 19:00:00,DET,CLE,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-03-30 19:00:00,MIN,DET,MN,Minneapolis,"Minneapolis, MN",44.977753,-93.2650108,42.331427,-83.0457538,542.7409308
2025-04-02 20:00:00,OKC,DET,OK,Oklahoma City,"Oklahoma City, OK",35.4675602,-97.5164276,44.977753,-93.2650108,694.8245737
2025-04-04 19:30:00,TOR,DET,ON,Toronto,"Toronto, ON",43.653226,-79.3831843,35.4675602,-97.5164276,1116.982971
2025-04-05 19:00:00,DET,MEM,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,43.653226,-79.3831843,206.608487
2025-04-07 19:00:00,DET,SAC,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-04-10 19:00:00,DET,NYK,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-04-11 19:00:00,DET,MIL,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,42.331427,-83.0457538,0
2025-04-13 13:00:00,MIL,DET,WI,Milwaukee,"Milwaukee, WI",43.0389025,-87.9064736,42.331427,-83.0457538,251.911583
2004-10-27 20:30:00,GSW,GSW,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,,,
2024-10-23 22:00:00,POR,GSW,OR,Portland,"Portland, OR",45.515232,-122.6783853,37.7749295,-122.4194155,535.5701172
2024-10-25 21:30:00,UTA,GSW,UT,Salt Lake City,"Salt Lake City, UT",40.7607793,-111.8910474,45.515232,-122.6783853,635.2895171
2024-10-27 20:30:00,GSW,LAC,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,40.7607793,-111.8910474,599.9718141
2024-10-29 22:00:00,GSW,NOP,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2024-10-30 22:00:00,GSW,NOP,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2024-11-02 20:00:00,HOU,GSW,TX,Houston,"Houston, TX",29.7600771,-95.3701108,37.7749295,-122.4194155,1644.151113
2024-11-04 19:15:00,WAS,GSW,DC,Washington,"Washington, DC",38.9071923,-77.0368707,29.7600771,-95.3701108,1219.96363
2024-11-06 19:30:00,BOS,GSW,MA,Boston,"Boston, MA",42.3600825,-71.0588801,38.9071923,-77.0368707,394.1865175
2024-11-08 19:30:00,CLE,GSW,OH,Cleveland,"Cleveland, OH",41.49932,-81.6943605,42.3600825,-71.0588801,550.1718469
2024-11-10 19:00:00,OKC,GSW,OK,Oklahoma City,"Oklahoma City, OK",35.4675602,-97.5164276,41.49932,-81.6943605,950.9145499
2024-11-12 22:00:00,GSW,DAL,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,35.4675602,-97.5164276,1387.565652
2024-11-15 22:00:00,GSW,MEM,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2024-11-18 22:30:00,LAC,GSW,CA,Inglewood,"Inglewood, CA",33.9616801,-118.3531311,37.7749295,-122.4194155,348.5225462
2024-11-20 22:00:00,GSW,ATL,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,33.9616801,-118.3531311,348.5225462
2024-11-22 20:00:00,NOP,GSW,LA,New Orleans,"New Orleans, LA",29.9510658,-90.0715323,37.7749295,-122.4194155,1924.39804
2024-11-23 20:30:00,SAS,GSW,TX,San Antonio,"San Antonio, TX",29.4251905,-98.4945922,29.9510658,-90.0715323,507.3413098
2024-11-25 22:00:00,GSW,BKN,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,29.4251905,-98.4945922,1489.020418
2024-11-27 22:00:00,GSW,OKC,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2024-11-30 21:00:00,PHX,GSW,AZ,Phoenix,"Phoenix, AZ",33.4483771,-112.0740373,37.7749295,-122.4194155,653.680479
2024-12-03 22:00:00,DEN,GSW,CO,Denver,"Denver, CO",39.7392358,-104.990251,33.4483771,-112.0740373,586.2042916
2024-12-05 22:00:00,GSW,HOU,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,39.7392358,-104.990251,948.3490289
2024-12-06 22:00:00,GSW,MIN,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2024-12-08 20:30:00,GSW,MIN,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2024-12-19 20:00:00,MEM,GSW,TN,Memphis,"Memphis, TN",35.1495343,-90.0489801,37.7749295,-122.4194155,1800.924014
2024-12-21 20:00:00,MIN,GSW,MN,Minneapolis,"Minneapolis, MN",44.977753,-93.2650108,35.1495343,-90.0489801,700.6601593
2024-12-23 22:00:00,GSW,IND,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,44.977753,-93.2650108,1583.128321
2024-12-25 20:00:00,GSW,LAL,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2024-12-27 22:00:00,LAC,GSW,CA,Inglewood,"Inglewood, CA",33.9616801,-118.3531311,37.7749295,-122.4194155,348.5225462
2024-12-28 20:30:00,GSW,PHX,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,33.9616801,-118.3531311,348.5225462
2024-12-30 22:00:00,GSW,CLE,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-02 22:00:00,GSW,PHI,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-04 20:30:00,GSW,MEM,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-05 20:30:00,GSW,SAC,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-07 22:00:00,GSW,MIA,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-09 19:00:00,DET,GSW,MI,Detroit,"Detroit, MI",42.331427,-83.0457538,37.7749295,-122.4194155,2089.460398
2025-01-10 19:00:00,IND,GSW,IN,Indianapolis,"Indianapolis, IN",39.76909,-86.158018,42.331427,-83.0457538,240.3197173
2025-01-13 19:30:00,TOR,GSW,ON,Toronto,"Toronto, ON",43.653226,-79.3831843,39.76909,-86.158018,440.8426859
2025-01-15 20:00:00,MIN,GSW,MN,Minneapolis,"Minneapolis, MN",44.977753,-93.2650108,43.653226,-79.3831843,692.2482135
2025-01-18 20:30:00,GSW,WAS,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,44.977753,-93.2650108,1583.128321
2025-01-20 17:00:00,GSW,BOS,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-22 22:00:00,SAC,GSW,CA,Sacramento,"Sacramento, CA",38.5815719,-121.4943996,37.7749295,-122.4194155,75.11926604
2025-01-23 22:00:00,GSW,CHI,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,38.5815719,-121.4943996,75.11926604
2025-01-25 20:30:00,GSW,LAL,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-28 22:00:00,GSW,UTA,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-29 22:00:00,GSW,OKC,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-01-31 22:00:00,GSW,PHX,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-02-03 22:00:00,GSW,ORL,CA,San Francisco,"San Francisco, CA",37.7749295,-122.4194155,37.7749295,-122.4194155,0
2025-02-05 21:00:00,UTA,GSW,UT,Salt Lake City,"Salt Lake City, UT",40.7607793,-111.8910474,37.7749295,-122.4194155,599.9718141
2025-02-06 22:00:00,LAL,GSW,CA,Los Angeles,"Los Angeles, CA",34.0549076,-118.242643,40.7607793,-111.8910474,580.1032327
2025-02-08 20:00:00,CHI,GSW,IL,Chicago,"Chicago, IL",41.8781136,-87.6297982,34.0549076,-118.242643,1744.124157
2025-02-10 20:00:00,MIL,GSW,WI,Milwaukee,"Milwaukee, WI",43.0389025,-87.9064736,41.8781136,-87.6297982,81.52463044
2025-02-12 21:30:00,DAL,GSW,TX,Dallas,"Dallas, TX",32.7766642,-96.7969879,43.0389025,-87.9064736,858.6934916
2025-02-13 20:00:00,HOU,GSW,TX,Houston,"Houston, TX",29.7600771,-95.3701108,32.7766642,-96.7969879,225.0608635
2025-02-21 22:00:00,SAC,GSW,CA,Sacramento,"Sacramento, CA",38.5815719,-121.4943996,29.7600771,-95.3701108,1607.696632
